,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,TMPV.NS,TMPV.NS,TMPV.NS,TMPV.NS,TMPV.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-09-30,869.9500122070312,877.5999755859375,867.5999755859375,872.4500122070312,12831593,406.75,406.75,400.3999938964844,401.54998779296875,9465490,,,,,
2025-10-01,872.2999877929688,876.4500122070312,862.7999877929688,864.0999755859375,10832384,402.3500061035156,406.0,399.75,405.6000061035156,17643039,,,,,
2025-10-03,865.1500244140625,873.0,863.7999877929688,867.2999877929688,8019442,404.8999938964844,405.5,402.29998779296875,404.29998779296875,16987141,,,,,
2025-10-06,868.0,875.2999877929688,862.7999877929688,874.0499877929688,7820352,403.0,403.8999938964844,399.79998779296875,400.75,13989077,,,,,
2025-10-07,874.1500244140625,877.0,863.0,864.7000122070312,9242580,402.5,402.6000061035156,399.5,399.79998779296875,12298968,,,,,
2025-10-08,866.7999877929688,867.7999877929688,857.25,858.25,7156112,400.0,401.75,398.0,399.75,8402463,,,,,
2025-10-09,861.5999755859375,865.7999877929688,858.0999755859375,862.0999755859375,7020501,399.0,401.3999938964844,398.95001220703125,399.8999938964844,15656267,,,,,
2025-10-10,862.0999755859375,883.75,861.2999877929688,880.6500244140625,13713015,400.45001220703125,403.8500061035156,399.5,402.79998779296875,15085738,,,,,
2025-10-13,879.0,888.0999755859375,876.0,882.9500122070312,11923143,400.0,400.95001220703125,398.54998779296875,399.25,9508594,,,,,
2025-10-14,883.0,884.1500244140625,872.0999755859375,876.9500122070312,7681973,400.0,400.8500061035156,396.20001220703125,396.79998779296875,10291102,,,,,
2025-10-15,878.0999755859375,887.5,877.0499877929688,886.0999755859375,8269225,398.0,400.8500061035156,397.25,399.8999938964844,16043867,403.0,403.0,388.0,390.8500061035156,26953550.0
2025-10-16,888.2999877929688,891.8499755859375,882.4500122070312,886.9500122070312,8493686,401.0,406.0,399.54998779296875,405.1499938964844,22962049,395.45001220703125,400.45001220703125,389.54998779296875,396.79998779296875,21983750.0
2025-10-17,887.5,894.75,883.0,889.1500244140625,8511854,405.3500061035156,413.8500061035156,405.25,412.1499938964844,21071344,396.79998779296875,402.5,392.25,396.6000061035156,16564540.0
2025-10-20,894.5999755859375,913.6500244140625,891.0499877929688,907.5,13546463,412.54998779296875,414.8500061035156,411.29998779296875,413.04998779296875,13083621,400.04998779296875,403.3999938964844,396.6000061035156,399.75,10471670.0
2025-10-21,908.0,910.0,906.4000244140625,907.8499755859375,1783576,413.5,413.95001220703125,412.3500061035156,412.8500061035156,1142130,402.79998779296875,403.3999938964844,400.04998779296875,401.8500061035156,3449156.0
2025-10-23,912.0,918.0,904.7999877929688,911.5499877929688,13382769,416.0,420.45001220703125,413.54998779296875,415.95001220703125,24305990,407.5,408.8999938964844,403.6000061035156,405.8500061035156,14126000.0
2025-10-24,910.9500122070312,914.0999755859375,900.9500122070312,904.5,5313227,415.95001220703125,417.95001220703125,413.45001220703125,416.79998779296875,14935678,406.95001220703125,408.5,401.0,403.29998779296875,6311744.0
2025-10-27,906.9500122070312,928.0,906.0,922.75,9150761,417.0,422.70001220703125,416.6000061035156,420.6499938964844,11603679,404.0,411.3999938964844,403.6499938964844,410.04998779296875,10699370.0
2025-10-28,927.0999755859375,935.8499755859375,917.7000122070312,930.25,22066289,420.5,421.6499938964844,415.8999938964844,417.8999938964844,17163147,411.29998779296875,414.1499938964844,408.54998779296875,411.5,10332270.0
2025-10-29,933.9000244140625,942.0499877929688,930.25,939.75,12314222,418.20001220703125,422.20001220703125,416.04998779296875,421.6000061035156,11470661,412.5,415.0,407.04998779296875,411.3500061035156,8485023.0
2025-10-30,939.4500122070312,944.9000244140625,933.0499877929688,934.3499755859375,13044473,421.6000061035156,421.70001220703125,416.1499938964844,418.75,12938674,412.70001220703125,419.0,408.1000061035156,412.45001220703125,8783965.0
2025-10-31,934.9000244140625,946.7000122070312,930.25,937.0,12078252,420.5,426.3999938964844,418.20001220703125,420.3500061035156,18599864,414.04998779296875,417.5,409.04998779296875,410.0,8012169.0
2025-11-03,938.75,953.4000244140625,937.5,949.7000122070312,11744735,419.95001220703125,421.6499938964844,413.29998779296875,413.95001220703125,7635440,414.0,417.8500061035156,410.1000061035156,417.0,8952229.0
2025-11-04,951.0,959.2999877929688,941.5,957.5999755859375,19154518,414.0,414.5,408.3500061035156,408.8999938964844,10085404,417.3999938964844,417.5,405.1000061035156,406.5,8889004.0
2025-11-05,957.5999755859375,957.5999755859375,957.5999755859375,957.5999755859375,0,408.8999938964844,408.8999938964844,408.8999938964844,408.8999938964844,0,,,,,
2025-11-06,969.6500244140625,971.4000244140625,955.2999877929688,960.75,23088096,410.0,413.29998779296875,406.54998779296875,407.5,10095563,407.1499938964844,409.70001220703125,405.3999938964844,407.8500061035156,6862359.0
2025-11-07,958.75,964.8499755859375,944.0,955.8499755859375,13371323,406.04998779296875,409.1000061035156,403.1000061035156,404.04998779296875,8411611,406.70001220703125,407.20001220703125,401.45001220703125,405.70001220703125,6930046.0
2025-11-10,956.0,963.2000122070312,949.0999755859375,951.1500244140625,7343249,404.04998779296875,407.1000061035156,403.6499938964844,405.54998779296875,6650003,406.0,412.95001220703125,406.0,410.45001220703125,7913640.0
2025-11-11,953.5999755859375,954.9500122070312,945.0499877929688,953.2999877929688,8648917,406.0,408.04998779296875,404.6000061035156,406.8500061035156,12005318,412.54998779296875,413.70001220703125,402.6499938964844,407.6000061035156,8120946.0
2025-11-12,957.7000122070312,961.5499877929688,951.4000244140625,957.1500244140625,7043323,408.0,408.1000061035156,405.54998779296875,407.0,7987236,407.6000061035156,411.3999938964844,401.8999938964844,402.1499938964844,12940220.0
2025-11-13,954.25,963.9500122070312,952.4500122070312,954.0,8894441,407.0,407.5,404.5,405.70001220703125,6617185,404.0,404.0,397.3999938964844,397.95001220703125,13165720.0
2025-11-14,952.9500122070312,969.0499877929688,952.0,967.8499755859375,11032927,404.70001220703125,408.75,400.1000061035156,408.1499938964844,64020258,397.95001220703125,399.6000061035156,387.29998779296875,391.20001220703125,21834850.0
2025-11-17,971.0,976.0,968.5,973.3499755859375,7415026,409.75,412.0,406.0,407.1000061035156,7855399,380.0,380.0,363.0,372.70001220703125,32393340.0
2025-11-18,975.5999755859375,976.7000122070312,968.8499755859375,972.4500122070312,6594686,408.25,409.79998779296875,404.54998779296875,405.8500061035156,7661681,373.1000061035156,374.0,369.1499938964844,371.29998779296875,17484750.0
2025-11-19,972.4500122070312,984.4500122070312,968.7999877929688,982.75,8291226,404.8500061035156,405.54998779296875,402.79998779296875,403.54998779296875,7882450,371.20001220703125,371.25,360.3500061035156,360.8500061035156,17854510.0
2025-11-20,986.0,986.5999755859375,979.3499755859375,981.5499877929688,6440857,403.54998779296875,407.0,403.25,405.45001220703125,6693410,362.0,364.3999938964844,359.25,359.79998779296875,15999030.0
2025-11-21,979.7000122070312,980.5999755859375,971.0499877929688,972.5999755859375,5377241,405.0,408.5,404.70001220703125,407.8500061035156,5808131,359.0,364.25,358.0,362.25,10829320.0
2025-11-24,975.5499877929688,977.7000122070312,968.0499877929688,970.5999755859375,9901946,408.3999938964844,408.79998779296875,402.8500061035156,403.54998779296875,11037491,362.5,362.8500061035156,356.79998779296875,358.29998779296875,12671920.0
2025-11-25,975.5499877929688,988.9500122070312,971.3499755859375,983.5999755859375,9140201,403.54998779296875,404.5,400.1000061035156,400.79998779296875,8199785,358.0,358.1000061035156,352.0,352.45001220703125,12577560.0
2025-11-26,986.5999755859375,999.0,982.1500244140625,983.9000244140625,13943490,401.0,403.95001220703125,400.95001220703125,402.29998779296875,11443953,354.45001220703125,362.8500061035156,354.29998779296875,359.25,13130210.0
2025-11-27,986.7000122070312,988.5499877929688,968.9000244140625,972.8499755859375,11909168,403.5,405.95001220703125,402.1000061035156,404.29998779296875,8679529,362.0,362.79998779296875,356.45001220703125,357.79998779296875,8871759.0
2025-11-28,976.7999877929688,983.0,973.0499877929688,979.0,8117842,404.29998779296875,405.0,402.5,404.25,6883500,358.0,359.75,355.1000061035156,356.79998779296875,10905210.0
2025-12-01,985.4500122070312,991.2000122070312,969.8499755859375,973.0999755859375,8808306,402.79998779296875,405.5,398.20001220703125,404.25,13442658,359.0,365.0,358.70001220703125,363.79998779296875,12714130.0
2025-12-02,976.0,980.4500122070312,964.9000244140625,967.2999877929688,13444314,404.25,405.5,400.5,400.95001220703125,8093808,364.0,364.0,359.6000061035156,361.75,8576018.0
2025-12-03,970.4500122070312,972.5499877929688,947.5499877929688,951.0499877929688,14051968,401.70001220703125,402.20001220703125,398.8500061035156,400.5,10772192,361.70001220703125,361.70001220703125,354.1000061035156,356.8500061035156,9504331.0
2025-12-04,951.0499877929688,952.5499877929688,944.4500122070312,948.0999755859375,13622724,400.1000061035156,403.54998779296875,399.04998779296875,403.04998779296875,8057989,357.0,359.5,354.29998779296875,356.45001220703125,9173145.0
2025-12-05,948.8499755859375,973.2999877929688,946.7000122070312,971.5,17347847,403.04998779296875,405.3500061035156,402.0,404.95001220703125,4419747,355.0,356.54998779296875,353.0,353.6000061035156,5667381.0
2025-12-08,970.8499755859375,972.5,951.7000122070312,956.4000244140625,15386438,404.95001220703125,405.25,400.54998779296875,402.29998779296875,6056866,353.95001220703125,356.20001220703125,345.79998779296875,348.29998779296875,7186158.0
2025-12-09,954.7999877929688,964.0,950.4500122070312,959.3499755859375,9580294,402.0,404.5,400.0,401.04998779296875,9426717,348.5,348.6499938964844,341.70001220703125,344.70001220703125,9143402.0
2025-12-10,960.0999755859375,963.9500122070312,955.25,959.75,6989178,401.1000061035156,404.3999938964844,401.0,403.1499938964844,6969146,347.0,347.5,341.95001220703125,343.3999938964844,8705054.0
2025-12-11,962.0999755859375,966.5,958.4500122070312,963.25,5979035,403.1499938964844,404.0,401.1000061035156,402.8999938964844,6980147,343.3999938964844,348.20001220703125,341.3999938964844,346.6499938964844,6756893.0
2025-12-12,966.0,967.0,958.0,963.1500244140625,5681930,402.8999938964844,404.0,399.8500061035156,400.1000061035156,12407516,348.0,349.3500061035156,344.75,347.45001220703125,7241621.0
2025-12-15,957.25,968.8499755859375,957.25,967.25,4416952,400.1000061035156,403.3500061035156,399.5,402.29998779296875,7756564,347.45001220703125,348.75,343.04998779296875,347.1499938964844,8169383.0
2025-12-16,966.0499877929688,969.0,958.0499877929688,961.1500244140625,4764786,401.3999938964844,405.75,401.04998779296875,401.70001220703125,12347384,347.1499938964844,349.3500061035156,343.8999938964844,345.45001220703125,8391226.0
2025-12-17,965.5499877929688,978.5,964.2999877929688,975.8499755859375,8013382,401.0,403.1000061035156,399.1000061035156,399.79998779296875,8087490,346.45001220703125,350.0,345.3999938964844,346.3500061035156,7045390.0
2025-12-18,977.9000244140625,981.4500122070312,973.5,977.5499877929688,4926879,400.0,401.95001220703125,399.8500061035156,400.3999938964844,7227668,346.3500061035156,347.45001220703125,337.70001220703125,345.79998779296875,15417500.0
2025-12-19,979.9500122070312,982.0,977.0499877929688,980.2999877929688,5376584,400.25,402.6499938964844,400.25,401.04998779296875,10654835,347.3999938964844,354.79998779296875,347.0,352.6499938964844,74052760.0
2025-12-22,981.0999755859375,983.0,972.5499877929688,974.2999877929688,5959037,401.6000061035156,403.6499938964844,401.20001220703125,402.70001220703125,6847871,356.25,360.95001220703125,353.6000061035156,359.1499938964844,10798310.0
2025-12-23,976.2999877929688,977.5499877929688,970.7000122070312,971.9000244140625,5123287,402.5,408.8999938964844,401.79998779296875,407.3500061035156,10081997,361.0,366.75,357.6499938964844,363.25,11885570.0
2025-12-24,973.2000122070312,977.2999877929688,967.5,968.9500122070312,4105643,407.95001220703125,409.5,405.6499938964844,406.6000061035156,5777430,364.0,364.8999938964844,358.54998779296875,359.20001220703125,9212351.0
2025-12-25,968.9500122070312,968.9500122070312,968.9500122070312,968.9500122070312,0,406.6000061035156,406.6000061035156,406.6000061035156,406.6000061035156,0,,,,,
2025-12-26,968.9500122070312,971.0,964.75,966.2999877929688,3286321,406.5,407.1499938964844,403.8500061035156,404.1499938964844,3152453,359.20001220703125,360.3999938964844,354.70001220703125,358.79998779296875,8589856.0
2025-12-29,966.9000244140625,968.9000244140625,961.4500122070312,965.0499877929688,5267233,404.1000061035156,404.79998779296875,401.45001220703125,402.6000061035156,6647710,358.5,362.79998779296875,357.8500061035156,358.6000061035156,10050260.0
2025-12-30,963.0,976.2000122070312,959.5,973.4500122070312,15030644,403.0,403.45001220703125,400.29998779296875,400.6000061035156,12340527,358.6000061035156,363.95001220703125,358.45001220703125,361.75,13807060.0
2025-12-31,975.25,985.6500244140625,973.5,982.2000122070312,5807630,401.1000061035156,403.75,400.8500061035156,403.0,9945109,361.75,368.5,360.6499938964844,367.3500061035156,10439180.0
2026-01-01,983.2000122070312,987.6500244140625,980.3499755859375,984.75,4328348,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282626710,368.8500061035156,371.0,365.54998779296875,367.54998779296875,7214281.0
2026-01-02,984.5,1009.5,983.9500122070312,998.9500122070312,7357435,360.0,360.0,345.25,350.04998779296875,118790358,369.20001220703125,372.8999938964844,368.54998779296875,370.3500061035156,7077536.0
2026-01-05,1000.0,1015.5,1000.0,1005.5499877929688,11259060,350.20001220703125,353.95001220703125,346.04998779296875,349.70001220703125,48358124,370.3500061035156,375.0,369.1000061035156,373.54998779296875,9591926.0
2026-01-06,1007.9500122070312,1024.0,1004.9500122070312,1018.9000244140625,9575742,350.25,350.70001220703125,337.75,342.45001220703125,72582738,371.5,371.5,360.0,368.8999938964844,17493340.0
2026-01-07,1022.7000122070312,1022.7000122070312,1004.0,1007.1500244140625,7896720,343.0,344.54998779296875,339.29998779296875,341.25,29440734,367.04998779296875,367.25,359.20001220703125,363.3500061035156,10682220.0
2026-01-08,1006.5999755859375,1011.5999755859375,995.8499755859375,998.0,6854268,341.5,345.1499938964844,339.04998779296875,340.8999938964844,36706319,363.29998779296875,365.3500061035156,358.0,359.45001220703125,7353203.0
2026-01-09,996.0,1008.0,994.0,1000.5,7809460,340.8999938964844,341.0,336.1000061035156,337.1499938964844,35193201,358.0,359.75,352.20001220703125,354.1499938964844,8018768.0
2026-01-12,1008.0,1017.25,996.0,1015.1500244140625,7617922,338.25,339.5,335.79998779296875,338.3999938964844,16156143,352.95001220703125,354.1499938964844,347.6499938964844,350.54998779296875,9771562.0
2026-01-13,1022.7999877929688,1029.5,1016.0,1028.449951171875,11016895,339.0,339.5,333.70001220703125,334.70001220703125,24922339,350.6499938964844,351.8999938964844,345.6000061035156,349.75,7527115.0
2026-01-14,1030.0,1030.4000244140625,1020.5,1028.3499755859375,7370514,336.0,336.0,333.45001220703125,334.75,14913422,349.0,354.0,347.1000061035156,349.79998779296875,6249594.0
2026-01-15,1028.3499755859375,1028.3499755859375,1028.3499755859375,1028.3499755859375,0,334.75,334.75,334.75,334.75,0,,,,,
2026-01-16,1032.0,1047.449951171875,1028.4000244140625,1042.300048828125,11051580,337.5,337.5,328.54998779296875,329.20001220703125,30526898,349.70001220703125,359.70001220703125,349.6499938964844,353.6000061035156,10735620.0
2026-01-19,1035.0,1043.5999755859375,1034.0,1038.4000244140625,5460164,330.0,334.6499938964844,327.29998779296875,333.20001220703125,15507440,353.6000061035156,353.6000061035156,338.3500061035156,344.0,14364950.0
2026-01-20,1039.75,1052.0,1033.050048828125,1036.4000244140625,8905718,334.04998779296875,334.5,325.5,326.29998779296875,18771011,344.8500061035156,346.6000061035156,336.75,337.8500061035156,11541900.0
2026-01-21,1032.0,1040.5999755859375,1022.0,1028.6500244140625,7408949,326.0,329.29998779296875,324.3500061035156,324.75,14177965,336.0,343.70001220703125,335.95001220703125,339.25,9873473.0
2026-01-22,1035.0,1055.5,1034.050048828125,1048.3499755859375,12001641,326.1000061035156,328.70001220703125,321.04998779296875,324.8500061035156,18622852,344.45001220703125,351.75,343.1000061035156,347.29998779296875,10714260.0
2026-01-23,1051.9000244140625,1053.0,1025.5999755859375,1029.5,10917698,325.54998779296875,326.3999938964844,322.70001220703125,323.3999938964844,11950089,347.1000061035156,351.0,342.1499938964844,344.45001220703125,8354700.0
