,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
,Open,High,Low,Close,Volume
Date,,,,,
2025-07-03,813.5,814.5,805.7999877929688,807.0999755859375,7020403
2025-07-04,808.75,813.8499755859375,804.0999755859375,811.8499755859375,4319538
2025-07-07,811.2000122070312,812.6500244140625,805.1500244140625,806.8499755859375,4461783
2025-07-08,807.9000244140625,813.5499877929688,805.3499755859375,812.6500244140625,5935770
2025-07-09,810.0,812.4500122070312,809.0,810.9500122070312,4099112
2025-07-10,811.2999877929688,815.5,806.9000244140625,808.0,12178137
2025-07-11,807.5499877929688,812.5499877929688,804.5499877929688,808.6500244140625,6202372
2025-07-14,809.7999877929688,815.5,808.0,808.8499755859375,6938635
2025-07-15,811.0,821.0,810.5,816.4500122070312,9297645
2025-07-16,816.0,834.2000122070312,815.2999877929688,831.7000122070312,16458920
2025-07-17,838.4000244140625,842.5,826.3499755859375,829.0,23073718
2025-07-18,832.0,832.6500244140625,820.25,823.3499755859375,15387801
2025-07-21,823.0,827.3499755859375,817.9500122070312,824.2000122070312,8852594
2025-07-22,827.5,828.0499877929688,814.0,815.0,7851163
2025-07-23,812.5,825.2000122070312,811.5,820.6500244140625,15470390
2025-07-24,820.0,821.9500122070312,810.6500244140625,815.7000122070312,10118309
2025-07-25,815.0,819.2000122070312,805.5,806.5499877929688,6734439
2025-07-28,806.5499877929688,808.9500122070312,796.0,797.1500244140625,7734158
2025-07-29,796.2000122070312,800.0,793.0999755859375,799.2000122070312,7833759
2025-07-30,798.9500122070312,803.4000244140625,796.2000122070312,801.6500244140625,8743723
2025-07-31,795.0999755859375,803.7999877929688,792.5499877929688,796.5499877929688,11359112
2025-08-01,795.7000122070312,801.0,792.0,794.0,15468391
2025-08-04,794.5,797.2000122070312,786.5499877929688,795.7000122070312,8820724
2025-08-05,798.0,804.0499877929688,796.2999877929688,800.5999755859375,7381537
2025-08-06,800.9500122070312,810.2000122070312,799.0,805.1500244140625,7409396
2025-08-07,801.0999755859375,806.6500244140625,793.4000244140625,805.1500244140625,7091392
2025-08-08,805.0,807.7999877929688,790.0,804.2999877929688,15708181
2025-08-11,808.0,825.0,808.0,823.4500122070312,15236297
2025-08-12,824.9500122070312,825.5,820.0,820.5999755859375,7986728
2025-08-13,822.6500244140625,824.9500122070312,820.6500244140625,821.8499755859375,4447508
2025-08-14,822.0,828.0,819.0999755859375,826.5499877929688,7087573
2025-08-18,836.0,838.0,825.1500244140625,827.6500244140625,6138124
2025-08-19,827.5,831.0,825.7999877929688,830.4000244140625,5076681
2025-08-20,828.7000122070312,831.9000244140625,827.4000244140625,828.9500122070312,4493888
2025-08-21,828.9500122070312,833.25,824.0499877929688,825.7000122070312,4402511
2025-08-22,824.0,826.0,815.7000122070312,816.25,5097647
2025-08-25,817.4500122070312,820.5,814.2000122070312,816.4500122070312,5672898
2025-08-26,814.8499755859375,815.8499755859375,806.75,807.8499755859375,6997817
2025-08-28,807.25,811.0,800.6500244140625,801.9500122070312,7898436
2025-08-29,800.7000122070312,806.7000122070312,798.5,802.5,6861440
2025-09-01,803.0999755859375,808.2999877929688,802.6500244140625,806.0499877929688,5619805
2025-09-02,806.2999877929688,810.5,802.6500244140625,803.9000244140625,5075460
2025-09-03,804.2999877929688,813.2999877929688,803.0,812.1500244140625,4261589
2025-09-04,814.6500244140625,816.75,808.0,809.4000244140625,4471950
2025-09-05,811.5,812.5,803.6500244140625,806.5999755859375,5194842
2025-09-08,808.0,813.8499755859375,806.7999877929688,808.7999877929688,4614227
2025-09-09,812.0,812.3499755859375,805.5999755859375,808.8499755859375,4567272
2025-09-10,812.0,824.5999755859375,810.4000244140625,818.2000122070312,7285853
2025-09-11,819.0999755859375,825.7000122070312,819.0,823.6500244140625,7425055
2025-09-12,824.0999755859375,825.7999877929688,819.7999877929688,823.5499877929688,5078018
2025-09-15,823.5499877929688,827.7999877929688,821.0999755859375,824.75,3852494
2025-09-16,825.0999755859375,833.0,821.6500244140625,831.5499877929688,9467531
2025-09-17,834.2999877929688,858.1500244140625,831.0,857.1500244140625,17243938
2025-09-18,858.6500244140625,860.7999877929688,851.0999755859375,854.3499755859375,10400847
2025-09-19,852.0,864.4500122070312,849.2999877929688,862.3499755859375,15206426
2025-09-22,862.0,868.2000122070312,854.0,855.25,6594034
2025-09-23,854.5999755859375,874.25,851.2000122070312,870.5999755859375,14357863
2025-09-24,876.0,880.5,864.4500122070312,866.2000122070312,12840160
2025-09-25,866.5499877929688,870.1500244140625,859.9500122070312,861.1500244140625,8678821
2025-09-26,862.0,864.3499755859375,853.0,856.9500122070312,6959545
2025-09-29,858.0499877929688,873.5,856.0,870.75,22641712
2025-09-30,869.9500122070312,877.5999755859375,867.5999755859375,872.4500122070312,12831593
2025-10-01,872.2999877929688,876.4500122070312,862.7999877929688,864.0999755859375,10832384
2025-10-03,865.1500244140625,873.0,863.7999877929688,867.2999877929688,8019442
2025-10-06,868.0,875.2999877929688,862.7999877929688,874.0499877929688,7820352
2025-10-07,874.1500244140625,877.0,863.0,864.7000122070312,9242580
2025-10-08,866.7999877929688,867.7999877929688,857.25,858.25,7156112
2025-10-09,861.5999755859375,865.7999877929688,858.0999755859375,862.0999755859375,7020501
2025-10-10,862.0999755859375,883.75,861.2999877929688,880.6500244140625,13713015
2025-10-13,879.0,888.0999755859375,876.0,882.9500122070312,11923143
2025-10-14,883.0,884.1500244140625,872.0999755859375,876.9500122070312,7681973
2025-10-15,878.0999755859375,887.5,877.0499877929688,886.0999755859375,8269225
2025-10-16,888.2999877929688,891.8499755859375,882.4500122070312,886.9500122070312,8493686
2025-10-17,887.5,894.75,883.0,889.1500244140625,8511854
2025-10-20,894.5999755859375,913.6500244140625,891.0499877929688,907.5,13546463
2025-10-21,908.0,910.0,906.4000244140625,907.8499755859375,1783576
2025-10-23,912.0,918.0,904.7999877929688,911.5499877929688,13382769
2025-10-24,910.9500122070312,914.0999755859375,900.9500122070312,904.5,5313227
2025-10-27,906.9500122070312,928.0,906.0,922.75,9150761
2025-10-28,927.0999755859375,935.8499755859375,917.7000122070312,930.25,22066289
2025-10-29,933.9000244140625,942.0499877929688,930.25,939.75,12314222
2025-10-30,939.4500122070312,944.9000244140625,933.0499877929688,934.3499755859375,13044473
2025-10-31,934.9000244140625,946.7000122070312,930.25,937.0,12078252
2025-11-03,938.75,953.4000244140625,937.5,949.7000122070312,11744735
2025-11-04,951.0,959.2999877929688,941.5,957.5999755859375,19154518
2025-11-05,957.5999755859375,957.5999755859375,957.5999755859375,957.5999755859375,0
2025-11-06,969.6500244140625,971.4000244140625,955.2999877929688,960.75,23088096
2025-11-07,958.75,964.8499755859375,944.0,955.8499755859375,13371323
2025-11-10,956.0,963.2000122070312,949.0999755859375,951.1500244140625,7343249
2025-11-11,953.5999755859375,954.9500122070312,945.0499877929688,953.2999877929688,8648917
2025-11-12,957.7000122070312,961.5499877929688,951.4000244140625,957.1500244140625,7043323
2025-11-13,954.25,963.9500122070312,952.4500122070312,954.0,8894441
2025-11-14,952.9500122070312,969.0499877929688,952.0,967.8499755859375,11032927
2025-11-17,971.0,976.0,968.5,973.3499755859375,7415026
2025-11-18,975.5999755859375,976.7000122070312,968.8499755859375,972.4500122070312,6594686
2025-11-19,972.4500122070312,984.4500122070312,968.7999877929688,982.75,8291226
2025-11-20,986.0,986.5999755859375,979.3499755859375,981.5499877929688,6440857
2025-11-21,979.7000122070312,980.5999755859375,971.0499877929688,972.5999755859375,5377241
2025-11-24,975.5499877929688,977.7000122070312,968.0499877929688,970.5999755859375,9901946
2025-11-25,975.5499877929688,988.9500122070312,971.3499755859375,983.5999755859375,9140201
2025-11-26,986.5999755859375,999.0,982.1500244140625,983.9000244140625,13943490
2025-11-27,986.7000122070312,988.5499877929688,968.9000244140625,972.8499755859375,11909168
2025-11-28,976.7999877929688,983.0,973.0499877929688,979.0,8117842
2025-12-01,985.4500122070312,991.2000122070312,969.8499755859375,973.0999755859375,8808306
2025-12-02,976.0,980.4500122070312,964.9000244140625,967.2999877929688,13444314
2025-12-03,970.4500122070312,972.5499877929688,947.5499877929688,951.0499877929688,14051968
2025-12-04,951.0499877929688,952.5499877929688,944.4500122070312,948.0999755859375,13622724
2025-12-05,948.8499755859375,973.2999877929688,946.7000122070312,971.5,17347847
2025-12-08,970.8499755859375,972.5,951.7000122070312,956.4000244140625,15386438
2025-12-09,954.7999877929688,964.0,950.4500122070312,959.3499755859375,9580294
2025-12-10,960.0999755859375,963.9500122070312,955.25,959.75,6989178
2025-12-11,962.0999755859375,966.5,958.4500122070312,963.25,5979035
2025-12-12,966.0,967.0,958.0,963.1500244140625,5681930
2025-12-15,957.25,968.8499755859375,957.25,967.25,4416952
2025-12-16,966.0499877929688,969.0,958.0499877929688,961.1500244140625,4764786
2025-12-17,965.5499877929688,978.5,964.2999877929688,975.8499755859375,8013382
2025-12-18,977.9000244140625,981.4500122070312,973.5,977.5499877929688,4926879
2025-12-19,979.9500122070312,982.0,977.0499877929688,980.2999877929688,5376584
2025-12-22,981.0999755859375,983.0,972.5499877929688,974.2999877929688,5959037
2025-12-23,976.2999877929688,977.5499877929688,970.7000122070312,971.9000244140625,5123287
2025-12-24,973.2000122070312,977.2999877929688,967.5,968.9500122070312,4105643
2025-12-25,968.9500122070312,968.9500122070312,968.9500122070312,968.9500122070312,0
2025-12-26,968.9500122070312,971.0,964.75,966.2999877929688,3286321
2025-12-29,966.9000244140625,968.9000244140625,961.4500122070312,965.0499877929688,5267233
2025-12-30,963.0,976.2000122070312,959.5,973.4500122070312,15030644
2025-12-31,975.25,985.6500244140625,973.5,982.2000122070312,5807630
2026-01-01,983.2000122070312,987.6500244140625,980.3499755859375,984.75,4328348
2026-01-02,984.5,1009.5,983.9500122070312,998.9500122070312,7357435
2026-01-05,1000.0,1015.5,1000.0,1005.5499877929688,11259060
2026-01-06,1007.9500122070312,1024.0,1004.9500122070312,1018.9000244140625,9575742
2026-01-07,1022.7000122070312,1022.7000122070312,1004.0,1007.1500244140625,7896720
2026-01-08,1006.5999755859375,1011.5999755859375,995.8499755859375,998.0,6854268
2026-01-09,996.0,1008.0,994.0,1000.5,7809460
2026-01-12,1008.0,1017.25,996.0,1015.1500244140625,7617922
2026-01-13,1022.7999877929688,1029.5,1016.0,1028.449951171875,11016895
2026-01-14,1030.0,1030.4000244140625,1020.5,1028.3499755859375,7370514
2026-01-15,1028.3499755859375,1028.3499755859375,1028.3499755859375,1028.3499755859375,0
2026-01-16,1032.0,1047.449951171875,1028.4000244140625,1042.300048828125,11051580
2026-01-19,1035.0,1043.5999755859375,1034.0,1038.4000244140625,5460164
2026-01-20,1039.75,1052.0,1033.050048828125,1036.4000244140625,8905718
2026-01-21,1032.0,1040.5999755859375,1022.0,1028.6500244140625,7408949
2026-01-22,1035.0,1055.5,1034.050048828125,1048.3499755859375,12001641
2026-01-23,1051.9000244140625,1053.0,1025.5999755859375,1029.5,10917698
